time,global_active_power,global_reactive_power,voltage,global_intensity,sub_metering_1,sub_metering_2,sub_metering_3
02:29:00,2.568,0.086,243.33,10.4,0,0,0
02:30:00,2.514,0,243.63,10.2,0,0,0
02:31:00,2.518,0,243.79,10.2,0,0,0
02:32:00,2.518,0,243.81,10.2,0,0,0
02:33:00,2.522,0,244,10.2,0,0,0
02:34:00,2.532,0,244.5,10.2,0,0,0
02:35:00,2.542,0,244.99,10.2,0,0,0
02:36:00,2.532,0,244.47,10.2,0,0,0
02:37:00,2.504,0,242.98,10.2,0,0,0
02:38:00,2.498,0,242.78,10.2,0,0,0
02:39:00,2.5,0,242.86,10.2,0,0,0
02:40:00,2.57,0.084,242.49,10.6,0,0,0
02:41:00,2.568,0.104,242.6,10.6,0,0,0
02:42:00,2.576,0.104,242.96,10.6,0,0,0
02:43:00,2.574,0.104,242.85,10.6,0,0,0
02:44:00,2.614,0.15,242.46,10.8,0,0,0
02:45:00,2.654,0.23,242.87,10.8,0,1,0
02:46:00,2.67,0.234,243.73,11,0,1,0
02:47:00,2.666,0.236,243.71,11,0,2,0
02:48:00,2.624,0.18,243.2,10.8,0,1,0
02:49:00,2.58,0.122,242.69,10.6,0,2,0
02:50:00,2.586,0.124,243.02,10.6,0,1,0
02:51:00,2.592,0.126,243.29,10.6,0,1,0
02:52:00,2.588,0.124,243.1,10.6,0,2,0
02:53:00,2.692,0.242,243.15,11,0,1,0
02:54:00,2.696,0.264,243.15,11,0,2,0
02:55:00,2.69,0.262,243.11,11,0,1,0
02:56:00,2.694,0.264,243.46,11,0,1,0
02:57:00,2.68,0.26,242.82,11,0,2,0
02:58:00,2.666,0.256,242.23,11,0,1,0
02:59:00,2.654,0.254,241.74,11,0,1,0
03:00:00,2.648,0.254,241.63,11,0,2,0
03:01:00,2.666,0.26,242.65,11,0,1,0
03:02:00,2.672,0.262,242.96,11,0,1,0
03:03:00,2.67,0.262,242.97,11,0,1,0
03:04:00,2.672,0.262,243.18,11,0,2,0
03:05:00,2.666,0.262,242.91,11,0,1,0
03:06:00,2.662,0.246,243.29,11,0,1,0
03:07:00,2.58,0.126,243.28,10.6,0,1,0
03:08:00,2.57,0.122,242.8,10.6,0,2,0
03:09:00,2.57,0.122,242.81,10.6,0,1,0
03:10:00,2.568,0.122,242.72,10.6,0,1,0
03:11:00,2.58,0.126,243.34,10.6,0,1,0
03:12:00,2.558,0.07,243.87,10.4,0,1,0
03:13:00,2.522,0,244.02,10.2,0,0,0
03:14:00,2.52,0,243.85,10.2,0,0,0
03:15:00,2.506,0,243.2,10.2,0,0,0
03:16:00,2.532,0,242.76,10.4,0,0,0
03:17:00,2.55,0,242.82,10.4,0,0,0
03:18:00,2.54,0,243.04,10.4,0,0,0
03:19:00,2.764,0,242.39,11.4,0,0,0
03:20:00,2.7,0,243,11,0,0,0
03:21:00,2.8,0.114,243.66,11.4,0,0,0
03:22:00,2.54,0.118,244.16,10.4,0,0,0
03:23:00,2.548,0.12,244.56,10.4,0,0,0
03:24:00,2.554,0.122,244.86,10.4,0,0,0
03:25:00,2.558,0.122,245.07,10.4,0,0,0
03:26:00,2.542,0.12,244.39,10.4,0,0,0
03:27:00,2.536,0.118,244.06,10.4,0,0,0
03:28:00,2.534,0.118,244.01,10.4,0,0,0
03:29:00,2.468,0,243.43,10,0,0,0
03:30:00,2.522,0.088,243.08,10.4,0,0,0
03:31:00,2.556,0.144,243.12,10.4,0,0,0
03:32:00,2.536,0.14,242.36,10.4,0,0,0
03:33:00,2.532,0.14,242.17,10.4,0,0,0
03:34:00,2.536,0.142,242.55,10.4,0,0,0
03:35:00,2.534,0.142,242.57,10.4,0,0,0
03:36:00,2.538,0.144,242.78,10.4,0,0,0
03:37:00,2.538,0.144,242.89,10.4,0,0,0
03:38:00,2.54,0.144,243,10.4,0,0,0
03:39:00,2.54,0.144,243.07,10.4,0,0,0
03:40:00,2.546,0.146,243.43,10.4,0,0,0
03:41:00,2.55,0.148,243.66,10.4,0,0,0
03:42:00,2.542,0.146,243.25,10.4,0,0,0
03:43:00,2.544,0.146,243.39,10.4,0,0,0
03:44:00,2.466,0,243.8,10,0,0,0
03:45:00,2.45,0,243.29,10,0,0,0
03:46:00,2.446,0,243.18,10,0,0,0
03:47:00,2.456,0,243.63,10,0,0,0
03:48:00,2.46,0,243.77,10,0,0,0
03:49:00,2.448,0,243.18,10,0,0,0
03:50:00,2.458,0,243.66,10,0,0,0
03:51:00,2.456,0,243.61,10,0,0,0
03:52:00,2.452,0,243.44,10,0,0,0
03:53:00,2.448,0,243.18,10,0,0,0
03:54:00,2.45,0,243.18,10,0,0,0
03:55:00,2.45,0,243.21,10,0,0,0
03:56:00,2.456,0,243.49,10,0,0,0
03:57:00,2.43,0,243.19,10,0,0,0
03:58:00,2.42,0,242.99,9.8,0,0,0
03:59:00,2.404,0,242.13,9.8,0,0,0
04:00:00,2.4,0,241.96,9.8,0,0,0
04:01:00,2.416,0,241.47,10,0,0,0
04:02:00,2.476,0.102,241.91,10.2,0,0,0
04:03:00,2.474,0.102,241.91,10.2,0,0,0
04:04:00,2.482,0.104,242.2,10.2,0,0,0
04:05:00,2.484,0.104,242.38,10.2,0,0,0
04:06:00,2.474,0.102,241.96,10.2,0,0,0
04:07:00,2.474,0.102,242,10.2,0,0,0
04:08:00,2.58,0.232,241.31,10.6,0,0,0
04:09:00,2.574,0.224,242.23,10.6,0,0,0
04:10:00,2.518,0.136,242.68,10.4,0,0,0
04:11:00,2.522,0.138,242.99,10.4,0,0,0
04:12:00,2.498,0.132,241.8,10.2,0,0,0
04:13:00,2.496,0.132,241.82,10.2,0,0,0
04:14:00,2.496,0.132,241.89,10.2,0,0,0
04:15:00,2.486,0.13,241.44,10.2,0,0,0
04:16:00,2.488,0.13,241.57,10.2,0,0,0
04:17:00,2.48,0.128,241.15,10.2,0,0,0
04:18:00,2.488,0.132,241.67,10.2,0,0,0
04:19:00,2.49,0.132,241.78,10.2,0,0,0
04:20:00,2.484,0.13,241.53,10.2,0,0,0
04:21:00,2.464,0.104,241.34,10.2,0,0,0
04:22:00,2.398,0,241.79,9.8,0,0,0
04:23:00,2.392,0,241.48,9.8,0,0,0
04:24:00,2.406,0,242.25,9.8,0,0,0
04:25:00,2.398,0,241.76,9.8,0,0,0
04:26:00,2.398,0,241.83,9.8,0,0,0
04:27:00,2.398,0,240.61,9.8,0,0,0
04:28:00,2.402,0,240.97,9.8,0,0,0
04:29:00,2.406,0,242,9.8,0,0,0
04:30:00,2.412,0,242.56,9.8,0,0,0
04:31:00,2.42,0,243.02,9.8,0,0,0
04:32:00,2.418,0,242.87,9.8,0,0,0
04:33:00,2.422,0,243.13,9.8,0,0,0
04:34:00,2.418,0,242.87,9.8,0,0,0
04:35:00,2.416,0,242.76,9.8,0,0,0
04:36:00,2.42,0,243.04,9.8,0,0,0
04:37:00,2.424,0,243.24,9.8,0,0,0
04:38:00,2.43,0,243.5,9.8,0,0,0
04:39:00,2.434,0,243.81,10,0,0,0
04:40:00,2.436,0,243.83,10,0,0,0
04:41:00,2.43,0,243.59,9.8,0,0,0
04:42:00,2.468,0,243.21,10,0,0,0
04:43:00,2.516,0.112,244.19,10.2,0,0,0
04:44:00,2.508,0.11,243.81,10.2,0,0,0
04:45:00,2.548,0.158,243.09,10.4,0,0,0
04:46:00,2.6,0.244,242.9,10.6,0,0,0
04:47:00,2.592,0.242,242.73,10.6,0,0,0
04:48:00,2.598,0.246,243.21,10.6,0,0,0
04:49:00,2.58,0.24,242.48,10.6,0,0,0
04:50:00,2.55,0.204,242.25,10.4,0,0,0
04:51:00,2.508,0.136,242.51,10.2,0,0,0
04:52:00,2.516,0.138,242.99,10.2,0,0,0
04:53:00,2.512,0.138,242.83,10.2,0,0,0
04:54:00,2.508,0.136,242.71,10.2,0,0,0
04:55:00,2.508,0.138,242.72,10.2,0,0,0
04:56:00,2.51,0.138,242.89,10.2,0,0,0
04:57:00,2.516,0.14,243.2,10.2,0,0,0
04:58:00,2.524,0.142,243.69,10.2,0,0,0
04:59:00,2.46,0,244.06,10,0,0,0
05:00:00,2.436,0,243.85,10,0,0,0
05:01:00,2.434,0,243.71,10,0,0,0
05:02:00,2.432,0,243.68,10,0,0,0
05:03:00,2.442,0,244.13,10,0,0,0
05:04:00,2.442,0,244.16,10,0,0,0
05:05:00,2.418,0,242.9,9.8,0,0,0
05:06:00,2.428,0,243.39,9.8,0,0,0
05:07:00,2.42,0,243.03,9.8,0,0,0
05:08:00,2.426,0,243.27,9.8,0,0,0
05:09:00,2.488,0.074,243.39,10.2,0,0,0
05:10:00,2.508,0.128,243.37,10.2,0,1,0
05:11:00,2.52,0.132,244.06,10.2,0,1,0
05:12:00,2.524,0.132,244.26,10.2,0,2,0
05:13:00,2.524,0.132,244.17,10.2,0,1,0
05:14:00,2.524,0.132,244.12,10.2,0,1,0
05:15:00,2.506,0.126,243.18,10.2,0,2,0
05:16:00,2.496,0.124,242.67,10.2,0,1,0
05:17:00,2.482,0.12,241.97,10.2,0,2,0
05:18:00,2.484,0.12,242.02,10.2,0,1,0
05:19:00,2.48,0.12,241.85,10.2,0,1,0
05:20:00,2.496,0.124,242.81,10.2,0,2,0
05:21:00,2.488,0.122,242.38,10.2,0,1,0
05:22:00,2.484,0.12,242.17,10.2,0,2,0
05:23:00,2.616,0.256,242.06,10.8,0,1,0
05:24:00,2.652,0.358,241.6,11,0,1,0
05:25:00,2.646,0.358,241.57,11,0,1,0
05:26:00,2.646,0.358,241.64,11,0,2,0
05:27:00,2.652,0.362,242.02,11,0,1,0
05:28:00,2.654,0.364,242.37,11,0,1,0
05:29:00,2.65,0.364,242.4,11,0,2,0
05:30:00,2.644,0.364,242.28,11,0,1,0
05:31:00,2.646,0.36,242.68,11,0,1,0
05:32:00,2.572,0.258,242.32,10.6,0,1,0
05:33:00,2.584,0.264,242.96,10.6,0,1,0
05:34:00,2.58,0.262,242.86,10.6,0,2,0
05:35:00,2.564,0.256,241.98,10.6,0,1,0
05:36:00,2.526,0.21,241.66,10.4,0,1,0
05:37:00,2.398,0,241.38,9.8,0,0,0
05:38:00,2.376,0,240.61,9.8,0,0,0
05:39:00,2.38,0,240.82,9.8,0,0,0
05:40:00,2.39,0,241.41,9.8,0,0,0
05:41:00,2.392,0,241.51,9.8,0,0,0
05:42:00,2.396,0,241.73,9.8,0,0,0
05:43:00,2.416,0,242.75,9.8,0,0,0
05:44:00,2.408,0,242.3,9.8,0,0,0
05:45:00,2.4,0,241.91,9.8,0,0,0
05:46:00,2.398,0,241.82,9.8,0,0,0
05:47:00,2.396,0,241.7,9.8,0,0,0
05:48:00,2.4,0,241.88,9.8,0,0,0
05:49:00,2.422,0,243.07,9.8,0,0,0
05:50:00,2.422,0,243.11,9.8,0,0,0
05:51:00,2.416,0,242.78,9.8,0,0,0
05:52:00,2.4,0,241.9,9.8,0,0,0
05:53:00,2.392,0,241.47,9.8,0,0,0
05:54:00,2.38,0,240.89,9.8,0,0,0
05:55:00,2.372,0,240.41,9.8,0,0,0
05:56:00,2.372,0,240.41,9.8,0,0,0
05:57:00,2.364,0,239.97,9.8,0,0,0
05:58:00,2.38,0,240.84,9.8,0,0,0
05:59:00,2.39,0,241.31,9.8,0,0,0
06:00:00,2.46,0.064,241.13,10.2,0,0,0
06:01:00,2.502,0.13,241.26,10.4,0,0,0
06:02:00,2.496,0.128,241.14,10.2,0,0,0
06:03:00,2.49,0.128,240.98,10.2,0,0,0
06:04:00,2.482,0.126,240.68,10.2,0,0,0
06:05:00,2.538,0.19,240.25,10.6,0,0,0
06:06:00,2.544,0.228,240.22,10.6,0,0,0
06:07:00,2.546,0.228,240.36,10.6,0,0,0
06:08:00,2.55,0.23,240.63,10.6,0,0,0
06:09:00,2.548,0.23,240.65,10.6,0,0,0
06:10:00,2.544,0.23,240.67,10.6,0,0,0
06:11:00,2.548,0.232,240.9,10.6,0,0,0
06:12:00,2.546,0.23,240.8,10.6,0,0,0
06:13:00,2.508,0.182,240.65,10.4,0,0,0
06:14:00,2.382,0,240.53,9.8,0,0,0
06:15:00,2.374,0,240.24,9.8,0,0,0
06:16:00,2.378,0,240.48,9.8,0,0,0
06:17:00,2.378,0,240.52,9.8,0,0,0
06:18:00,2.392,0,241.32,9.8,0,0,0
06:19:00,2.41,0,242.29,9.8,0,0,0
06:20:00,2.404,0,241.99,9.8,0,0,0
06:21:00,2.402,0,241.85,9.8,0,0,0
06:22:00,2.4,0,241.69,9.8,0,0,0
06:23:00,2.392,0,241.24,9.8,0,0,0
06:24:00,2.394,0,241.41,9.8,0,0,0
06:25:00,2.378,0,240.52,9.8,0,0,0
06:26:00,2.384,0,240.93,9.8,0,0,0
06:27:00,2.388,0,241.08,9.8,0,0,0
06:28:00,2.392,0,241.33,9.8,0,0,0
06:29:00,2.392,0,241.31,9.8,0,0,0
06:30:00,2.402,0,241.87,9.8,0,0,0
06:31:00,2.404,0,241.98,9.8,0,0,0
06:32:00,2.406,0,242.15,9.8,0,0,0
06:33:00,2.4,0,241.82,9.8,0,0,0
06:34:00,2.406,0,242.03,9.8,0,0,0
06:35:00,2.408,0,242.18,9.8,0,0,0
06:36:00,2.392,0,241.29,9.8,0,0,0
06:37:00,2.406,0,241.05,10,0,0,0
06:38:00,2.48,0.122,240.22,10.2,0,0,0
06:39:00,2.474,0.122,240.17,10.2,0,0,0
06:40:00,2.484,0.124,240.83,10.2,0,0,0
06:41:00,2.49,0.128,241.19,10.2,0,0,0
06:42:00,2.498,0.13,241.68,10.2,0,0,0
06:43:00,2.502,0.132,242.04,10.2,0,0,0
06:44:00,2.51,0.134,242.48,10.2,0,0,0
06:45:00,2.5,0.132,242.08,10.2,0,0,0
06:46:00,2.492,0.13,241.67,10.2,0,0,0
06:47:00,2.56,0.224,240.64,10.6,0,0,0
06:48:00,2.538,0.226,240.24,10.6,0,0,0
06:49:00,2.534,0.224,240.07,10.6,0,0,0
06:50:00,2.54,0.226,240.44,10.6,0,0,0
06:51:00,2.516,0.184,240.76,10.4,0,0,0
06:52:00,2.478,0.102,242.16,10.2,0,0,0
06:53:00,2.484,0.102,242.55,10.2,0,0,0
06:54:00,2.476,0.102,242.21,10.2,0,0,0
06:55:00,2.444,0.068,241.54,10,0,0,0
06:56:00,2.394,0,241.54,9.8,0,0,0
06:57:00,2.396,0,241.65,9.8,0,0,0
06:58:00,2.396,0,241.73,9.8,0,0,0
06:59:00,2.396,0,242,9.8,0,0,0
07:00:00,2.396,0,242.03,9.8,0,0,0
07:01:00,2.388,0,241.4,9.8,0,0,0
07:02:00,2.39,0,241.3,9.8,0,0,0
07:03:00,2.386,0,241.11,9.8,0,0,0
07:04:00,2.374,0,240.74,9.8,0,0,0
07:05:00,2.362,0,240.18,9.8,0,0,0
07:06:00,2.362,0,240.09,9.8,0,0,0
07:07:00,2.376,0,240.58,9.8,0,0,0
07:08:00,2.362,0,239.82,9.8,0,0,0
07:09:00,2.364,0,239.99,9.8,0,0,0
07:10:00,2.366,0,240.38,9.8,0,0,0
07:11:00,2.36,0,240.06,9.8,0,0,0
07:12:00,2.362,0,239.8,9.8,0,0,0
07:13:00,2.368,0,240.19,9.8,0,0,0
07:14:00,2.378,0,240.71,9.8,0,0,0
07:15:00,2.488,0.116,240.78,10.2,0,0,0
07:16:00,2.478,0.124,240.69,10.2,0,0,0
07:17:00,2.482,0.124,240.86,10.2,0,0,0
07:18:00,2.476,0.124,240.53,10.2,0,0,0
07:19:00,2.466,0.122,240.12,10.2,0,0,0
07:20:00,2.458,0.12,240.03,10.2,0,0,0
07:21:00,2.464,0.122,240.42,10.2,0,0,0
07:22:00,2.468,0.124,240.71,10.2,0,0,0
07:23:00,2.47,0.126,240.87,10.2,0,0,0
07:24:00,2.472,0.124,240.66,10.2,0,0,0
07:25:00,2.474,0.126,240.84,10.2,0,0,0
07:26:00,2.46,0.122,240.07,10.2,0,0,0
07:27:00,2.444,0.116,239.26,10.2,0,0,0
07:28:00,2.496,0.172,239.06,10.4,0,0,0
07:29:00,2.448,0.122,239.1,10.2,0,0,0
07:30:00,2.422,0.088,239.22,10,0,0,0
07:31:00,2.43,0.09,239.89,10,0,0,0
07:32:00,2.432,0.09,239.95,10,0,0,0
07:33:00,2.43,0.09,239.95,10,0,0,0
07:34:00,2.476,0.138,239.88,10.2,0,0,0
07:35:00,2.502,0.21,239.59,10.4,0,1,0
07:36:00,2.508,0.212,239.99,10.4,0,1,0
07:37:00,2.468,0.15,240.1,10.2,0,2,0
07:38:00,2.44,0.11,240.01,10,0,1,0
07:39:00,2.442,0.11,240.07,10,0,1,0
07:40:00,2.45,0.112,240.53,10.2,0,2,0
07:41:00,2.458,0.114,240.88,10.2,0,1,0
07:42:00,2.468,0.116,241.44,10.2,0,2,0
07:43:00,2.444,0.11,240.25,10.2,0,1,0
07:44:00,2.444,0.11,240.27,10.2,0,1,0
07:45:00,2.442,0.11,240.07,10,0,2,0
07:46:00,2.448,0.112,240.51,10.2,0,1,0
07:47:00,2.438,0.11,240.04,10,0,2,0
07:48:00,2.432,0.108,239.66,10,0,1,0
07:49:00,2.448,0.112,240.62,10.2,0,1,0
07:50:00,2.446,0.112,240.52,10,0,1,0
07:51:00,2.45,0.114,240.9,10.2,0,2,0
07:52:00,2.53,0.2,240.8,10.4,0,1,0
07:53:00,2.554,0.246,240.74,10.6,0,1,0
07:54:00,2.536,0.242,240.06,10.6,0,2,0
07:55:00,2.538,0.244,240.24,10.6,0,1,0
07:56:00,2.536,0.242,240.23,10.6,0,1,0
07:57:00,2.534,0.244,240.3,10.6,0,1,0
07:58:00,2.522,0.24,239.74,10.4,0,1,0
07:59:00,2.526,0.242,240.02,10.4,0,2,0
08:00:00,2.532,0.244,240.44,10.4,0,1,0
08:01:00,2.528,0.242,240.27,10.4,0,1,0
08:02:00,2.51,0.204,240.6,10.4,0,1,0
08:03:00,2.474,0.126,241.13,10.2,0,0,0
08:04:00,2.462,0.122,240.56,10.2,0,0,0
08:05:00,2.46,0.122,240.45,10.2,0,0,0
08:06:00,2.448,0.1,240.67,10.2,0,0,0
08:07:00,2.374,0,240.69,9.8,0,0,0
08:08:00,2.38,0,241.02,9.8,0,0,0
08:09:00,2.452,0.08,240.55,10.2,0,0,0
08:10:00,2.454,0.096,241.04,10.2,0,0,0
08:11:00,2.448,0.094,240.7,10,0,0,0
08:12:00,2.45,0.094,240.82,10,0,0,0
08:13:00,2.448,0.094,240.7,10,0,0,0
08:14:00,2.45,0.096,240.89,10,0,0,0
08:15:00,2.456,0.098,241.33,10.2,0,0,0
08:16:00,2.444,0.094,240.72,10,0,0,0
08:17:00,2.438,0.094,240.49,10,0,0,0
08:18:00,2.372,0,240.59,9.8,0,0,0
08:19:00,2.366,0,240.27,9.8,0,0,0
08:20:00,2.362,0,240.05,9.8,0,0,0
08:21:00,2.364,0,240.17,9.8,0,0,0
08:22:00,2.376,0,240.78,9.8,0,0,0
08:23:00,2.394,0,241.75,9.8,0,0,0
08:24:00,2.392,0,241.7,9.8,0,0,0
08:25:00,2.398,0,241.97,9.8,0,0,0
08:26:00,2.4,0,242.13,9.8,0,0,0
08:27:00,2.388,0,241.51,9.8,0,0,0
08:28:00,2.4,0,242.08,9.8,0,0,0
08:29:00,2.422,0,242.19,10,0,0,0
08:30:00,2.49,0.126,241.12,10.2,0,0,0
08:31:00,2.476,0.124,240.55,10.2,0,0,0
08:32:00,2.48,0.124,240.84,10.2,0,0,0
08:33:00,2.478,0.124,240.83,10.2,0,0,0
08:34:00,2.488,0.128,241.44,10.2,0,0,0
08:35:00,2.484,0.128,241.35,10.2,0,0,0
08:36:00,2.492,0.13,241.8,10.2,0,0,0
